Timestamp (s),Motor ID,CAN ID,Target RPM,Raw Frame (Hex)
10.760,0xD1,0x18530905,0,AA E8 05 09 53 18 D1 00 00 00 00 00 00 00 55
10.760,0xD2,0x18530905,0,AA E8 05 09 53 18 D2 00 00 00 00 00 00 00 55
10.760,0xD3,0x18530905,0,AA E8 05 09 53 18 D3 00 00 00 00 00 00 00 55
10.760,0xD4,0x18530905,0,AA E8 05 09 53 18 D4 00 00 00 00 00 00 00 55
10.950,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
10.950,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
10.950,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
10.950,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
11.138,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
11.138,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
11.138,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
11.138,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
11.326,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
11.326,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
11.326,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
11.326,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
11.514,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
11.514,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
11.514,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
11.514,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
11.702,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
11.702,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
11.702,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
11.702,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
11.890,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
11.890,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
11.890,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
11.890,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
12.078,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
12.078,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
12.078,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
12.078,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
12.256,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
12.256,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
12.256,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
12.256,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
12.439,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
12.439,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
12.439,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
12.439,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
12.627,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
12.627,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
12.627,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
12.627,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
12.814,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
12.814,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
12.814,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
12.814,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
13.003,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
13.003,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
13.003,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
13.003,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
13.191,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
13.191,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
13.191,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
13.191,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
13.378,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
13.378,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
13.378,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
13.378,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
13.569,0xD1,0x18530905,100,AA E8 05 09 53 18 D1 64 00 00 00 00 00 00 55
13.569,0xD2,0x18530905,100,AA E8 05 09 53 18 D2 64 00 00 00 00 00 00 55
13.569,0xD3,0x18530905,100,AA E8 05 09 53 18 D3 64 00 00 00 00 00 00 55
13.569,0xD4,0x18530905,100,AA E8 05 09 53 18 D4 64 00 00 00 00 00 00 55
13.756,0xD1,0x18530905,-100,AA E8 05 09 53 18 D1 9C FF 00 00 00 00 00 55
13.756,0xD2,0x18530905,-100,AA E8 05 09 53 18 D2 9C FF 00 00 00 00 00 55
13.756,0xD3,0x18530905,-100,AA E8 05 09 53 18 D3 9C FF 00 00 00 00 00 55
13.756,0xD4,0x18530905,-100,AA E8 05 09 53 18 D4 9C FF 00 00 00 00 00 55
13.927,0xD1,0x18530905,-100,AA E8 05 09 53 18 D1 9C FF 00 00 00 00 00 55
13.927,0xD2,0x18530905,-100,AA E8 05 09 53 18 D2 9C FF 00 00 00 00 00 55
